permission_risk,usage_risk,orphan_risk,temporal_risk,admin_access,full_access_policies,policy_count,unused_permissions_pct,api_calls_7d,services_used,inactive_days,unusual_hour_access,new_source_ip,failed_auth_attempts,sensitive_actions,cross_service_access,identity_type,risk_score
48,86,85,57,0,0,6,90,23,14,68,1,0,2,3,4,IAM User,94.23
51,93,89,5,0,0,1,100,31,5,160,0,0,4,0,4,AWS Service Identity,79.35
93,12,51,15,0,0,2,10,25,7,96,0,0,1,2,3,IAM User,63.13
33,13,58,94,0,0,1,90,26,9,24,0,0,4,4,1,IAM Role,63.99
49,93,22,45,0,0,3,87,26,12,101,0,0,4,0,5,IAM User,77.53
56,38,6,16,1,1,4,77,27,11,65,0,0,3,3,4,IAM User,71.84
47,2,95,37,1,0,1,50,24,15,40,1,0,0,1,2,AWS Service Identity,70.43
97,28,48,33,0,0,5,51,23,11,122,0,0,3,0,8,IAM User,85.96
97,84,27,27,0,1,2,43,27,12,37,0,0,0,4,7,IAM User,90.08
51,35,70,29,0,0,5,2,32,9,163,0,0,4,0,2,IAM User,67.45
45,7,2,73,0,0,2,50,28,6,145,1,0,1,0,1,IAM Role,60.06
59,72,8,10,0,2,8,23,27,14,141,1,0,2,0,6,AWS Service Identity,71.57
18,19,24,31,0,1,2,20,29,6,13,0,0,2,1,0,Unknown,52.33
43,35,45,47,0,1,7,5,20,9,173,0,0,0,1,1,IAM User,59.93
21,0,37,54,0,1,1,46,36,4,89,0,0,3,1,4,IAM User,45.72
14,60,18,88,0,1,0,4,23,7,132,0,0,1,3,10,IAM User,77.76
9,44,35,93,0,0,1,85,24,5,34,1,0,1,2,0,IAM Role,53.19
59,87,33,30,0,2,3,89,31,4,139,1,1,1,0,5,Unknown,96.9
0,33,52,54,0,1,8,80,21,13,57,0,0,0,3,6,IAM Role,57.93
65,20,56,2,0,0,1,30,27,12,127,0,0,1,2,2,IAM Role,71.14
43,16,89,62,0,1,7,16,29,11,50,0,0,1,1,5,IAM User,75.83
37,20,81,15,0,0,6,50,21,1,168,1,0,3,1,6,AWS Service Identity,69.42
77,45,29,7,0,1,3,68,31,3,128,0,1,3,1,1,IAM User,72.57
54,8,91,67,0,0,3,2,25,3,81,1,0,0,0,10,IAM User,72.36
74,40,52,17,0,0,8,86,30,11,82,0,0,1,3,2,IAM User,72.58
71,86,18,48,0,1,6,44,29,14,0,1,0,2,2,4,IAM User,85.92
3,77,34,10,0,0,2,82,25,6,54,0,0,3,0,0,IAM User,43.44
21,64,74,75,0,1,8,7,24,5,142,0,0,2,0,6,IAM User,78.42
57,90,82,77,0,0,3,42,16,8,150,0,1,1,2,6,IAM User,93.66
98,78,37,58,0,2,0,46,27,15,180,0,0,1,2,1,IAM Role,97.72
15,65,15,84,0,2,7,4,14,5,15,0,0,1,2,3,IAM User,54.06
10,87,19,44,0,2,7,71,23,4,45,1,0,1,1,8,IAM User,68.67
95,12,10,18,0,1,3,94,32,8,138,0,0,1,1,7,Unknown,80.94
97,82,70,15,0,2,6,54,28,14,65,1,0,3,1,3,AWS Service Identity,95.59
16,29,50,22,0,3,2,39,26,11,44,0,0,2,2,6,IAM Role,61.71
40,74,45,20,0,0,7,64,22,8,50,0,0,4,2,8,IAM User,73.41
63,92,67,32,0,1,3,36,14,11,166,1,0,0,0,4,AWS Service Identity,88.99
19,50,83,21,0,1,2,36,28,0,155,0,0,3,0,1,IAM User,59.06
32,8,80,59,0,1,4,76,20,12,1,1,1,1,3,0,IAM User,81.98
39,37,13,14,0,1,2,59,18,1,152,1,0,2,2,10,AWS Service Identity,68.26
64,41,59,62,1,1,5,26,30,6,100,0,0,1,0,3,IAM Role,83.43
31,94,89,33,0,1,6,41,28,5,152,0,0,2,1,8,IAM Role,80.47
41,95,78,69,0,1,3,84,22,11,112,0,1,3,1,3,IAM Role,86.76
29,57,33,51,0,0,7,53,33,3,124,0,0,4,4,7,IAM Role,67.46
76,96,39,91,0,0,3,7,19,3,104,0,1,0,0,3,IAM User,75.52
15,44,89,44,0,0,8,86,18,14,132,1,0,0,1,6,IAM User,73.85
23,41,3,29,0,2,2,74,26,7,147,0,0,2,1,10,IAM User,60.24
25,84,53,59,0,0,6,26,23,11,91,0,0,2,1,8,IAM User,76.83
91,67,11,66,0,0,4,97,26,9,20,1,0,2,1,1,AWS Service Identity,65.51
95,52,90,44,0,1,8,96,25,9,16,0,0,1,1,5,IAM User,90.03
50,46,3,56,0,0,1,100,16,10,75,1,0,4,2,2,IAM Role,79.63
15,71,2,47,0,0,1,38,29,10,85,0,1,2,0,2,AWS Service Identity,47.64
76,76,33,30,1,0,7,93,20,14,156,0,0,2,1,9,AWS Service Identity,94.32
49,49,20,31,0,0,8,81,25,12,5,0,0,2,0,10,IAM User,61.14
85,3,50,91,0,0,6,87,27,4,160,0,0,2,0,10,IAM User,88.2
36,10,30,68,0,1,4,55,8,2,9,0,0,2,0,9,Unknown,55.46
100,14,35,9,0,0,3,28,23,13,90,0,0,1,1,5,IAM Role,65.43
81,46,57,97,1,1,5,22,36,5,76,1,1,1,2,5,AWS Service Identity,99.51
22,62,56,71,1,2,6,97,25,4,100,0,0,4,0,5,AWS Service Identity,79.61
73,81,94,5,0,2,2,50,28,1,7,0,0,0,3,8,AWS Service Identity,67.22
28,23,48,73,0,0,0,93,22,8,138,0,0,2,1,0,IAM User,69.33
35,79,56,59,0,0,0,56,20,8,24,0,0,1,0,9,IAM Role,59.77
25,67,68,92,0,0,3,53,27,13,141,0,0,2,1,8,IAM User,85.61
68,5,17,49,0,2,6,7,20,11,102,0,0,1,1,10,IAM Role,72.8
26,35,67,52,0,1,3,40,29,11,160,1,0,2,2,6,Unknown,90.04
64,30,87,31,0,0,5,56,23,8,177,1,0,1,1,5,IAM Role,90.81
58,89,32,32,0,1,4,11,22,13,152,1,0,1,1,5,IAM User,87.21
75,93,18,62,0,2,2,16,24,15,81,0,0,2,0,6,IAM User,86.61
100,82,34,83,0,1,6,59,29,13,75,0,0,2,2,3,Unknown,100.0
0,53,27,89,0,1,6,25,28,5,119,0,0,0,2,8,IAM User,63.83
100,49,59,77,0,0,8,70,25,4,117,0,1,2,0,4,IAM User,89.09
11,31,87,61,0,0,7,46,24,0,143,0,0,0,1,3,IAM User,56.66
53,78,60,50,0,0,3,40,28,15,87,1,0,1,1,8,IAM User,84.49
34,8,12,34,0,0,6,11,21,11,83,0,1,0,1,3,IAM User,49.61
64,27,31,77,0,1,3,41,24,14,21,0,0,2,0,0,IAM Role,61.35
72,13,69,32,0,1,7,54,22,12,30,0,0,2,1,5,IAM User,63.72
86,49,33,27,1,0,5,57,27,6,148,1,0,1,3,5,IAM User,94.19
40,30,59,87,0,0,7,27,22,2,179,0,0,2,1,3,IAM User,66.1
94,19,70,59,0,0,2,2,20,0,108,0,0,1,3,0,IAM User,68.37
32,38,33,35,0,1,0,94,17,12,62,0,0,1,1,5,IAM User,61.12
20,86,65,87,0,0,1,96,20,4,10,0,0,1,0,8,IAM Role,62.76
38,56,40,97,0,0,4,91,24,6,7,1,0,0,1,8,IAM User,67.89
53,83,13,32,0,0,8,29,31,13,122,0,0,1,0,2,IAM User,68.46
67,92,37,52,0,1,5,60,34,7,116,0,0,2,2,4,IAM User,89.7
84,91,44,48,0,0,7,14,31,15,51,0,0,1,2,9,IAM User,86.49
22,35,0,70,0,1,4,91,25,8,34,0,0,5,2,3,IAM User,60.0
30,88,90,96,0,1,8,0,25,13,12,0,1,0,1,5,IAM User,75.19
94,91,53,55,0,0,8,47,25,2,123,1,1,0,1,7,AWS Service Identity,91.73
44,96,3,80,0,2,1,86,15,6,109,1,0,2,0,5,IAM User,82.14
24,35,87,60,0,2,7,73,21,2,60,0,0,2,1,9,IAM Role,66.91
99,23,86,89,0,1,0,87,32,0,132,0,0,2,0,3,IAM User,88.37
45,59,1,40,0,1,5,50,22,15,152,0,0,1,1,5,IAM User,71.45
99,94,16,38,0,2,3,9,26,8,93,0,0,2,1,5,IAM User,79.48
92,90,36,42,0,0,2,0,25,5,47,0,0,0,1,8,AWS Service Identity,61.44
91,57,51,100,0,0,8,15,30,6,1,0,0,0,3,3,AWS Service Identity,71.58
58,15,73,61,0,2,5,5,26,3,143,1,0,3,2,3,IAM User,79.01
80,42,42,15,0,2,1,45,30,1,104,0,0,3,3,3,IAM User,77.31
97,72,61,4,0,0,1,5,20,14,62,0,0,1,1,2,IAM User,73.25
27,56,1,52,0,1,1,18,27,1,1,1,0,3,3,2,IAM User,57.19
3,34,66,81,0,0,2,42,23,6,147,0,0,0,4,9,IAM Role,65.41
32,34,92,48,0,2,0,74,12,2,167,0,0,0,2,3,IAM User,76.39
64,6,53,56,0,2,2,68,27,14,87,0,0,2,0,2,IAM User,78.48
55,29,45,80,0,0,6,5,31,3,48,0,0,1,2,8,AWS Service Identity,55.73
8,67,30,52,0,2,7,91,36,6,112,0,0,3,1,8,IAM User,78.84
56,24,96,91,0,1,7,55,18,12,157,0,0,2,1,2,IAM User,82.26
17,100,3,64,0,2,4,35,19,9,106,0,0,1,1,3,IAM Role,62.71
51,8,28,73,0,0,6,38,30,6,2,0,0,2,1,9,IAM User,50.49
58,59,14,78,0,0,8,85,19,9,35,0,0,2,4,3,IAM User,70.77
64,50,87,63,0,3,0,46,21,6,17,0,0,1,0,9,IAM User,83.56
41,84,48,5,0,1,8,24,36,4,74,0,0,1,0,6,AWS Service Identity,58.11
41,89,93,43,0,0,6,42,24,9,81,0,0,3,0,7,IAM User,77.88
68,54,67,14,0,0,3,6,22,5,96,0,0,2,0,5,IAM User,60.91
75,63,56,51,0,1,4,15,28,15,137,0,0,1,2,0,IAM User,77.83
81,70,52,14,1,2,3,31,30,7,20,0,0,0,3,9,IAM User,81.67
33,52,20,51,0,0,1,22,30,12,170,0,1,2,4,6,IAM Role,79.1
42,18,56,34,1,2,2,35,24,3,47,0,0,1,2,1,IAM User,66.65
33,43,69,2,0,2,2,6,28,10,94,0,0,1,1,9,IAM Role,64.29
53,24,97,12,0,1,0,61,29,8,38,1,1,0,0,3,IAM Role,73.52
12,46,55,50,0,0,4,11,23,11,64,0,0,2,2,4,AWS Service Identity,48.57
43,62,94,7,0,1,4,21,29,7,150,0,0,0,1,7,IAM User,72.08
19,21,95,86,0,0,2,98,26,11,8,0,0,2,4,3,AWS Service Identity,66.15
53,25,52,76,0,0,1,0,27,0,87,0,0,3,3,0,IAM Role,63.86
85,83,44,71,0,0,8,28,27,11,105,0,0,2,2,3,IAM User,87.0
99,38,14,17,0,0,6,50,28,12,103,0,0,4,2,7,AWS Service Identity,67.87
45,20,27,80,0,1,4,31,24,7,68,0,1,2,1,4,AWS Service Identity,66.59
5,72,88,64,1,0,6,32,21,0,68,1,0,1,1,7,IAM User,78.57
23,72,13,39,0,2,3,12,27,9,164,0,0,2,0,0,AWS Service Identity,56.71
10,83,40,0,1,0,1,42,24,12,43,0,0,1,0,2,IAM User,50.22
76,76,70,53,0,0,6,76,24,7,86,0,0,0,1,2,IAM Role,78.83
99,100,24,80,0,0,6,59,24,1,65,0,0,1,1,0,Unknown,90.39
55,58,98,3,0,0,5,93,27,6,138,0,0,3,0,7,IAM User,81.85
17,28,65,5,0,2,5,70,18,15,145,0,0,4,2,2,AWS Service Identity,62.38
2,87,2,38,0,1,0,79,20,4,153,0,1,1,1,5,IAM User,67.63
98,26,24,51,0,0,5,43,20,8,15,0,0,3,2,10,AWS Service Identity,71.61
31,29,74,47,0,0,5,61,21,5,17,0,0,1,0,2,IAM Role,44.01
11,83,87,43,0,0,3,58,18,11,67,0,0,2,3,2,IAM User,75.38
17,89,93,25,0,1,2,82,22,6,79,0,0,2,2,10,IAM User,81.61
25,34,85,6,0,1,8,50,22,6,11,0,0,2,1,3,IAM User,57.82
66,73,7,3,0,2,3,40,21,9,161,0,0,1,2,3,IAM User,70.32
90,93,73,9,0,0,2,7,22,9,162,1,0,2,2,7,IAM User,95.95
27,80,11,69,0,1,6,86,21,7,76,0,0,0,1,1,IAM User,58.57
69,0,7,79,1,0,4,43,24,4,139,1,0,5,0,4,IAM User,78.36
6,67,69,43,0,1,5,80,32,1,102,0,0,1,1,2,IAM User,65.4
1,17,48,7,0,0,5,68,21,11,118,0,0,2,3,9,IAM Role,50.86
5,85,65,41,0,1,3,0,20,5,158,0,0,4,2,3,IAM Role,61.86
93,6,85,99,0,0,1,65,22,9,16,0,0,2,3,6,IAM Role,88.13
58,100,6,25,0,0,1,49,27,6,42,0,1,4,3,5,IAM User,74.25
81,17,53,49,0,0,8,24,21,13,77,0,0,2,2,5,AWS Service Identity,74.11
2,42,84,54,0,0,4,26,23,11,161,0,0,1,2,0,IAM Role,57.45
2,23,44,33,0,0,3,64,30,6,107,0,0,3,0,2,IAM User,46.88
85,82,52,44,0,2,2,8,24,5,71,0,0,4,0,9,IAM User,89.98
10,39,50,47,1,0,6,61,27,11,5,0,0,1,1,6,IAM Role,58.4
15,75,91,47,0,1,8,85,23,0,107,0,0,0,0,9,IAM User,62.83
52,6,5,72,0,0,6,8,21,0,48,1,0,2,2,6,IAM Role,63.06
61,45,88,58,0,1,4,0,33,1,59,0,0,0,3,3,Unknown,76.59
23,92,82,5,0,3,4,6,24,5,180,0,0,1,3,3,IAM User,74.58
44,93,82,0,0,0,7,73,15,7,95,0,0,1,1,8,IAM User,74.65
68,21,41,41,0,0,7,85,33,4,25,0,0,2,2,2,Unknown,68.49
44,39,52,91,0,3,3,99,20,3,8,1,1,0,1,6,IAM Role,87.04
38,41,37,3,0,1,8,2,24,5,70,0,0,0,1,10,IAM User,57.08
7,57,25,7,0,1,7,48,25,7,11,0,0,2,2,9,AWS Service Identity,45.56
45,54,88,68,0,0,7,4,25,4,77,0,0,2,1,4,AWS Service Identity,55.54
81,10,51,45,1,0,0,37,27,9,75,0,0,2,2,3,IAM Role,75.24
63,77,73,23,0,1,1,31,19,6,159,0,1,1,0,6,IAM Role,75.39
90,22,10,20,0,0,2,61,31,14,60,0,0,1,0,6,IAM User,69.78
12,31,79,67,0,0,6,91,25,15,49,0,0,2,2,7,IAM User,69.82
1,84,66,52,0,0,0,81,26,10,111,0,0,0,1,0,IAM Role,62.49
55,69,100,64,0,1,0,6,14,8,115,1,0,0,1,5,IAM User,83.72
18,40,13,28,0,0,0,24,28,0,6,0,0,1,1,0,IAM Role,24.7
59,92,54,53,0,1,1,27,23,9,15,0,0,1,1,10,AWS Service Identity,70.38
91,39,51,86,0,0,8,25,28,6,30,0,0,0,1,9,IAM User,78.33
34,57,54,31,0,0,6,35,19,4,140,0,0,1,2,8,IAM Role,61.77
55,24,5,40,1,0,6,61,24,12,37,0,0,2,0,3,IAM User,63.57
68,18,47,16,0,0,2,74,26,0,179,0,0,1,2,8,AWS Service Identity,61.55
15,49,30,64,0,0,5,94,33,4,79,0,0,3,0,4,IAM User,56.13
90,56,62,3,0,0,7,70,25,12,168,0,0,2,2,7,IAM Role,87.43
20,81,23,25,0,3,4,30,29,14,44,0,0,0,1,2,IAM Role,62.25
81,39,43,72,0,0,7,18,30,8,76,0,0,0,0,5,IAM User,64.77
66,90,62,1,0,2,5,38,24,8,24,0,0,1,3,9,IAM Role,82.09
14,61,6,99,0,0,2,80,39,15,153,0,0,2,0,2,IAM Role,67.51
73,7,79,40,0,0,5,100,27,1,108,0,0,5,2,4,IAM Role,76.35
19,74,72,40,0,1,8,39,19,7,13,1,0,0,0,3,AWS Service Identity,55.11
60,58,5,54,0,0,7,17,23,3,134,0,0,1,1,1,Unknown,66.8
96,39,6,64,0,2,4,0,32,7,160,0,0,0,2,4,IAM User,79.38
96,47,85,46,0,0,5,7,29,14,124,1,0,0,2,6,IAM Role,88.38
87,30,28,89,0,2,8,64,19,9,146,0,0,1,2,0,IAM User,88.77
49,62,86,97,0,1,6,59,27,15,49,1,0,2,1,2,AWS Service Identity,84.75
56,57,50,20,0,1,4,64,21,8,78,1,0,3,2,8,IAM Role,85.99
30,45,34,71,0,1,2,2,23,13,154,0,1,2,0,2,IAM User,73.07
93,28,27,30,0,0,8,44,23,2,110,1,0,3,1,3,IAM User,64.85
48,40,66,100,0,0,8,18,18,5,110,0,0,3,2,7,AWS Service Identity,71.02
77,50,11,25,0,0,0,33,27,4,138,0,0,1,5,8,IAM User,70.61
36,47,40,29,0,0,0,62,24,12,111,1,0,1,1,10,IAM Role,76.59
74,31,34,72,0,0,1,27,26,8,22,1,0,2,2,1,IAM User,71.5
22,58,15,79,0,1,3,66,27,3,38,0,0,1,0,8,Unknown,65.36
74,22,35,12,1,1,1,29,17,2,140,0,0,3,2,7,IAM User,77.31
4,50,53,56,0,2,7,51,24,6,43,0,0,4,1,1,IAM User,59.78
10,12,68,34,0,1,8,46,19,2,120,1,0,0,1,9,AWS Service Identity,58.68
35,47,8,61,0,0,1,38,22,11,85,0,0,2,0,3,AWS Service Identity,53.75
48,79,88,56,1,0,7,12,28,13,112,0,0,0,1,4,IAM User,87.69
71,82,88,99,1,0,1,58,23,15,43,0,0,0,2,8,IAM User,100.0
36,70,69,94,0,0,7,99,28,3,56,0,0,0,0,5,IAM Role,65.34
1,75,93,66,0,0,3,64,30,7,124,1,1,0,0,3,AWS Service Identity,72.85
32,6,43,68,0,0,0,75,27,8,31,0,0,2,1,3,IAM User,60.72
44,34,82,90,0,3,3,81,32,7,55,0,0,0,2,8,IAM Role,91.08
54,66,73,18,0,0,7,3,20,7,180,0,0,2,0,2,IAM Role,72.42
65,80,56,73,0,0,8,80,25,3,27,0,0,2,0,5,IAM Role,71.21
25,58,18,77,0,1,1,24,29,1,104,0,0,0,0,8,AWS Service Identity,49.52
61,86,56,12,1,0,7,67,27,6,27,0,0,3,1,9,IAM Role,73.73
63,27,91,89,0,0,2,99,19,1,127,0,0,0,1,9,IAM User,87.96
78,15,99,70,1,0,4,90,15,1,23,1,0,2,2,3,AWS Service Identity,72.09
52,8,45,35,0,0,0,41,29,8,103,0,0,3,1,2,AWS Service Identity,59.8
81,58,25,48,0,0,8,84,26,13,79,0,0,2,4,10,AWS Service Identity,82.23
22,67,75,49,0,0,7,62,32,8,125,0,0,4,2,6,IAM User,85.48
71,28,7,92,0,2,5,13,25,0,0,1,0,1,1,4,IAM User,64.06
4,79,15,97,0,2,6,24,28,13,93,0,0,2,2,9,IAM Role,80.42
10,74,56,81,1,1,7,96,45,10,98,0,0,3,3,7,IAM User,100.0
87,36,100,65,0,1,1,92,27,4,43,1,0,1,1,5,Unknown,95.16
47,24,33,10,0,2,2,90,28,4,53,1,1,1,2,2,IAM User,66.67
62,74,44,92,0,0,0,38,16,14,127,0,1,1,1,0,IAM Role,80.76
60,67,32,13,0,0,4,32,27,7,99,0,0,1,1,5,AWS Service Identity,53.45
70,17,44,16,0,1,4,81,31,2,104,0,0,4,0,1,IAM User,61.37
24,25,0,7,0,0,0,2,22,4,169,0,0,0,2,3,IAM User,38.34
18,49,60,95,0,1,5,90,32,4,73,0,0,0,1,7,IAM Role,63.62
4,51,60,49,0,0,0,61,23,6,157,0,0,2,1,0,IAM Role,55.32
87,16,31,23,0,0,7,63,27,5,176,0,0,3,0,10,IAM User,77.75
22,95,26,8,0,1,6,44,23,8,104,0,0,4,0,4,IAM Role,57.43
58,39,76,41,0,0,7,98,19,5,38,1,0,4,0,9,AWS Service Identity,72.89
45,38,18,73,0,0,1,75,18,10,75,0,0,0,0,1,IAM User,62.95
16,6,4,100,0,1,7,5,19,7,8,1,0,2,5,5,IAM User,54.22
41,88,4,55,0,2,4,52,23,15,126,0,0,2,1,10,IAM User,95.19
8,23,89,61,0,0,7,86,19,13,49,0,0,3,0,6,IAM User,62.71
17,99,36,84,0,1,6,7,21,5,167,0,0,3,3,8,IAM User,84.16
14,50,10,91,0,0,5,74,29,0,118,0,0,0,1,7,IAM User,61.79
83,88,88,28,1,0,0,24,33,9,88,0,0,1,2,8,IAM Role,98.67
57,18,15,100,0,0,6,51,27,5,33,0,0,0,3,4,IAM User,62.88
93,16,34,52,0,3,4,89,22,14,17,0,0,3,0,4,Unknown,88.83
44,80,2,93,1,2,7,49,19,6,121,0,0,0,3,0,IAM User,79.28
20,82,68,11,0,1,6,3,31,4,138,0,0,1,0,2,IAM User,55.07
61,54,70,9,0,0,0,2,16,5,48,0,0,6,3,0,AWS Service Identity,66.4
93,3,76,89,0,1,8,74,28,13,1,0,0,2,1,3,AWS Service Identity,76.44
53,95,26,67,0,0,0,94,25,1,57,0,0,2,2,7,IAM User,75.62
1,39,33,17,0,0,2,29,28,15,138,0,0,1,1,2,IAM User,46.4
30,94,94,90,0,1,1,94,20,3,105,0,1,2,1,5,IAM User,87.69
93,87,82,10,0,3,8,45,25,13,15,0,0,5,0,6,IAM Role,94.91
52,86,3,68,0,1,1,5,27,8,20,1,0,2,1,1,IAM User,64.73
96,69,69,20,0,0,7,53,34,9,19,0,0,0,4,8,IAM User,82.01
51,67,82,7,0,2,1,98,33,3,137,0,1,4,1,8,IAM User,86.75
1,53,56,81,0,2,5,25,29,11,141,0,0,2,0,2,IAM User,69.7
88,2,64,85,0,0,0,97,20,10,73,0,0,1,1,0,Unknown,88.75
77,39,0,10,0,0,3,65,26,7,124,0,0,2,1,0,IAM Role,52.95
72,73,3,9,0,0,5,40,28,7,3,0,0,2,1,3,IAM User,57.5
97,82,3,62,0,0,6,70,24,9,101,0,0,2,3,1,IAM User,69.28
19,56,16,2,0,0,7,40,18,7,49,1,0,0,1,0,IAM User,38.08
91,71,100,75,0,0,7,8,33,15,148,0,0,3,0,5,IAM User,92.31
23,2,64,92,0,0,4,87,29,0,88,0,0,2,1,5,AWS Service Identity,59.55
98,47,79,75,0,2,2,37,24,4,154,1,1,0,2,0,AWS Service Identity,99.61
19,51,29,23,0,0,2,57,20,13,101,0,0,0,2,6,AWS Service Identity,49.9
55,90,94,19,0,0,8,75,17,12,82,0,0,1,2,4,Unknown,89.7
79,31,20,68,0,0,5,8,19,5,171,0,1,2,2,2,Unknown,87.49
7,23,91,6,0,0,8,72,19,8,180,0,0,4,2,1,Unknown,75.5
6,35,3,54,0,0,3,36,20,0,82,1,0,1,0,8,IAM User,43.42
85,17,2,45,1,0,4,55,19,2,64,0,0,3,3,1,IAM User,57.39
6,56,7,75,0,1,7,46,24,15,116,0,0,3,2,2,IAM User,64.03
61,64,79,20,0,1,6,78,27,10,31,0,0,1,2,7,IAM Role,80.06
94,80,26,76,0,0,1,18,27,0,69,0,0,1,2,6,IAM User,83.74
62,98,45,70,0,1,4,10,21,12,153,0,0,2,1,10,AWS Service Identity,89.71
48,7,47,24,0,2,1,41,20,6,162,0,0,0,4,0,IAM Role,62.11
42,24,79,36,0,0,6,11,22,9,75,0,0,0,0,2,IAM Role,60.91
64,30,35,6,1,1,0,24,28,13,70,0,0,3,2,7,IAM User,78.81
57,25,0,45,0,0,7,66,27,13,158,1,0,2,0,2,IAM User,64.24
50,83,39,26,1,0,8,82,12,2,36,1,0,2,1,4,IAM User,71.74
15,14,29,11,0,2,0,70,19,5,11,1,0,2,2,3,AWS Service Identity,50.09
66,3,73,56,1,0,5,32,24,4,13,0,0,0,1,8,IAM Role,63.78
74,86,75,57,0,2,0,82,24,14,20,0,0,1,0,8,IAM Role,95.2
71,97,9,8,0,0,3,41,23,12,159,1,0,2,1,8,IAM User,77.95
7,22,80,18,0,3,3,18,31,10,7,0,0,5,3,5,IAM User,60.75
70,33,7,8,0,0,4,76,23,0,60,0,0,3,2,5,IAM User,52.06
73,50,62,68,0,0,8,52,25,12,108,0,1,1,1,6,AWS Service Identity,82.02
18,53,39,34,0,0,4,37,25,8,110,1,0,2,0,0,AWS Service Identity,51.9
85,100,30,7,0,1,3,66,23,4,150,1,1,0,1,6,IAM User,92.75
52,40,48,19,0,3,0,73,25,7,177,0,0,1,5,3,AWS Service Identity,92.01
47,1,31,98,0,1,7,22,31,7,72,0,0,0,4,10,IAM User,69.66
72,42,80,25,1,0,2,11,24,4,42,1,0,1,1,2,AWS Service Identity,64.69
51,56,97,69,0,0,4,52,23,14,16,0,0,1,1,0,IAM User,69.27
55,52,82,47,0,2,0,5,20,14,161,0,0,0,1,10,IAM User,95.5
31,51,44,18,0,0,2,64,19,0,67,0,1,1,2,1,AWS Service Identity,51.98
93,93,50,31,0,0,4,44,26,14,162,0,0,0,3,5,IAM User,92.28
97,81,45,1,0,0,8,21,27,6,62,1,0,1,2,4,IAM User,83.58
13,25,80,75,1,1,2,60,22,12,136,0,1,0,2,2,IAM User,80.57
74,35,55,33,0,1,5,37,25,12,116,0,1,1,4,5,IAM User,92.41
2,67,47,50,0,0,7,39,25,9,129,0,0,3,2,8,IAM Role,72.06
37,41,41,15,0,0,3,21,27,11,118,0,0,3,3,1,AWS Service Identity,50.85
97,43,37,83,0,2,2,68,36,10,55,1,0,2,2,7,AWS Service Identity,97.29
17,16,55,22,0,0,0,91,24,13,18,0,0,3,3,9,IAM User,51.88
38,25,69,57,0,3,8,62,21,6,1,0,1,1,3,3,IAM Role,76.63
22,74,43,88,0,1,0,23,25,11,76,0,1,3,3,7,IAM User,81.06
73,85,81,72,0,1,1,84,27,15,161,0,0,1,1,10,IAM User,100.0
46,79,83,60,0,3,1,12,24,15,116,1,0,1,0,10,IAM User,100.0
59,31,43,89,1,3,6,29,21,2,122,0,0,3,3,7,AWS Service Identity,94.7
95,13,91,17,0,0,3,3,25,7,46,0,1,3,1,10,AWS Service Identity,77.48
52,16,17,97,0,0,6,85,20,8,87,1,0,0,0,8,AWS Service Identity,66.68
74,39,94,56,0,3,5,4,21,9,73,0,0,0,1,5,IAM Role,81.53
9,52,29,41,0,0,0,55,20,10,24,0,1,4,0,1,IAM User,52.37
21,90,56,25,0,0,2,19,20,13,111,0,0,2,1,9,IAM Role,65.04
95,90,28,75,0,1,0,21,31,8,65,1,1,1,1,3,IAM Role,89.87
86,0,44,98,0,2,0,61,21,11,72,0,0,0,0,8,IAM User,82.92
66,71,34,69,0,0,4,81,24,14,108,0,0,0,2,7,IAM User,82.73
38,30,71,3,0,1,2,1,22,1,5,0,0,4,0,3,IAM User,38.3
20,19,8,47,0,0,0,16,23,10,169,0,0,1,2,8,Unknown,60.21
86,56,84,73,0,0,3,28,26,5,40,0,0,3,0,7,IAM User,67.83
79,3,91,40,0,0,4,95,29,14,122,0,0,0,1,8,Unknown,90.34
24,33,56,78,0,2,8,5,25,8,140,0,0,2,0,10,IAM User,77.49
59,55,55,71,0,1,5,18,14,9,27,0,0,2,3,3,IAM Role,61.53
62,27,70,6,0,2,3,40,23,12,44,0,0,1,0,8,IAM User,71.64
48,59,20,56,0,0,4,32,23,3,74,0,0,1,3,0,IAM User,56.06
93,46,75,17,0,0,0,4,26,8,148,0,0,1,0,7,IAM User,72.34
12,80,22,49,1,1,3,54,30,12,115,1,0,2,2,1,IAM User,77.25
26,18,68,38,0,1,5,61,23,12,84,0,0,3,1,2,AWS Service Identity,63.92
9,5,30,81,0,0,0,17,28,3,153,1,0,1,3,2,IAM User,52.37
69,53,75,87,0,1,8,69,20,13,85,1,0,1,3,9,IAM Role,100.0
65,25,79,46,0,1,4,5,26,2,160,1,0,3,2,4,IAM User,82.48
99,71,21,54,0,0,7,73,36,4,139,0,0,1,4,4,IAM User,83.46
54,9,62,63,0,0,2,26,20,13,31,0,0,3,1,3,IAM Role,65.89
15,58,50,66,1,0,7,22,22,9,69,0,0,0,0,6,IAM User,64.83
45,99,29,64,0,0,3,19,24,8,4,0,0,2,3,10,Unknown,79.24
8,9,59,79,0,2,8,87,31,8,43,0,0,3,0,7,AWS Service Identity,71.04
67,30,100,99,0,1,4,50,25,15,4,0,0,2,1,1,IAM Role,85.47
68,85,0,83,0,0,5,69,24,3,19,0,0,1,0,5,IAM User,57.36
86,53,96,13,0,2,1,20,27,4,0,0,0,5,2,1,IAM User,75.62
